,Entity,Code,Year,AvgCigarettePriceDollars,AvgTaxesAsPctCigarettePrice,EnforceBansTobaccoAd,HelpToQuit,ProductionMT,SalePerDay,GDP_USD,ProductionUSD,EconValue,InverseBan,Percentage of Death,NewQuit,Variability,HarmValue
161,Singapore,SGP,2014,11.04,73.8,4,5,14342.98,3.040000033,57562.53079,494.7013169,0.001281263,0.25,0.000432145,3,1.5113082415727794,-0.8302666307850817
162,Slovakia,SVK,2012,4.66,83.1,4,4,13941.0034,4.199999809,17481.89544,122.8390273,0.004742227,0.25,0.001584714,2,0.9049447094977879,2.626767880550656
163,Slovakia,SVK,2014,4.95,84.6,4,4,12997.3034,3.900000095,18674.34406,118.3366277,0.004520049,0.25,0.001536772,2,0.9049447094977879,2.4847840363140867
164,Slovenia,SVN,2012,4.93,78.4,4,4,0.0,5.800000191,22643.10025,0.0,0.003456443,0.25,0.00143355,2,0.7411881976245134,2.18361319747839
165,Slovenia,SVN,2014,5.84,79.4,4,4,0.0,4.599999905,24214.92207,0.0,0.003273606,0.25,0.00135838,2,0.7411881976245134,1.9683237027367038
166,South Africa,ZAF,2012,5.16,47.6,4,3,12525.1452,4.219999981,7501.661096,111.5069107,0.006325215,0.25,0.000656765,1,1.2610282854778085,0.6540286704220453
167,South Africa,ZAF,2014,5.48,48.1,4,4,1310.668,4.179999971,6433.400402,17.95663909,0.007448795,0.25,0.000599633,2,1.2610282854778085,0.02526181119476112
168,South Korea,KOR,2012,3.22,65.3,2,5,23195.3661,6.689999914,25466.76052,83.52442026,0.002560845,0.5,0.000944611,3,0.6102464189691039,0.3510259019798059
169,South Korea,KOR,2014,3.24,60.3,2,5,22074.0661,6.939999962,29249.57522,83.52442026,0.002059446,0.5,0.000911234,3,0.6102464189691039,0.26645463371387224
170,Spain,ESP,2012,5.65,79.2,5,4,19987.6113,4.44000001,28324.42934,203.5623393,0.002792271,0.2,0.001383102,2,0.9755047151182696,2.0387436891594275
171,Spain,ESP,2014,6.39,78.8,5,4,22354.7213,3.229999995,29461.55033,290.5244137,0.002671102,0.2,0.001360133,2,0.9755047151182696,1.9733045048249194
172,Sri Lanka,LKA,2012,7.63,74.2,4,3,28064.3278,3.610000038,3350.521876,366.9734108,0.021904147,0.25,0.0006232,1,1.258612077421941,0.5779516356886767
173,Sri Lanka,LKA,2014,8.42,73.5,4,3,32617.8905,3.690000033,3819.25353,421.9983151,0.019061763,0.25,0.000606649,1,1.258612077421941,0.540883992428246
174,Sweden,SWE,2012,5.6,73.8,4,4,8014.2,4.45999999,58037.82132,596.7000079,0.001270777,0.25,0.001444751,2,0.6456579558881788,2.215988615231962
175,Sweden,SWE,2014,6.5,68.8,4,4,8611.0,3.459999967,60020.36046,752.027647,0.001145621,0.25,0.001383345,2,0.6456579558881788,2.039437755416592
176,Switzerland,CHE,2012,4.59,63.6,2,4,7526.35,4.730000019,86547.67089,382.0624804,0.000734585,0.5,0.001232244,2,1.4945492449831366,1.615106159514172
177,Switzerland,CHE,2014,5.08,61.9,2,4,7780.04,4.380000067,89684.70758,420.2951416,0.000689958,0.5,0.001187651,2,1.4945492449831366,1.4927520849689477
178,Thailand,THA,2012,2.94,68.7,4,4,8170.860052,6.44000001,5860.581471,116.7810591,0.011654211,0.25,0.000761336,2,0.4684544414142409,0.39840469574016724
179,Thailand,THA,2014,3.41,70.2,4,4,9785.503792,6.280000019,5951.883487,116.7810591,0.011725572,0.25,0.000753668,2,0.4684544414142409,0.3801226917221363
180,Tonga,TON,2012,7.63,64.3,4,4,25689.7505,3.540000033,4581.783245,384.703303,0.013936275,0.25,0.000759663,2,1.8264013993420003,0.3944112061883114
181,Tunisia,TUN,2012,2.82,84.5,4,4,28134.5904,6.409999943,4152.684394,179.50049,0.020144024,0.25,0.000843553,2,1.3126638057807265,0.5978267379938098
182,Tunisia,TUN,2014,3.26,78.1,4,4,476.86,6.300000048,4305.482357,13.30478649,0.017977102,0.25,0.000880589,2,1.3126638057807265,0.6896191795406732
183,Turkey,TUR,2012,4.92,80.3,5,5,23654.2,4.429999995,11795.63346,162.062174,0.006784537,0.2,0.001013484,3,2.1966641661189747,0.5283624573463648
184,Turkey,TUR,2014,5.63,82.2,5,5,128157.751,4.620000124,12157.99043,1011.192284,0.006738233,0.2,0.001015325,3,2.1966641661189747,0.5331536548767626
185,Uganda,UGA,2012,1.79,44.2,2,4,15536.8891,8.520000219,786.738711,112.0195918,0.054659852,0.5,0.000155891,2,0.516052132044285,-0.8220692728384243
186,Uganda,UGA,2014,2.03,40.2,2,4,21514.6291,8.910000276,879.7349486,138.5996685,0.044682292,0.5,0.000152054,2,0.516052132044285,-0.8277414441335451
187,Ukraine,UKR,2012,1.76,59.7,4,3,2677.0,8.360000181,3855.417729,14.84645998,0.015366039,0.25,0.002292218,1,0.767533365946075,5.360252002352048
188,Ukraine,UKR,2014,2.22,62.4,4,3,10146.0,7.710000038,3104.643206,110.4433587,0.019899611,0.25,0.002224168,1,0.767533365946075,5.13509785783091
189,United Arab Emirates,ARE,2012,1.55,24.5,4,5,51710.17201,10.30000033,40976.49075,205.0825791,0.000597725,0.25,0.00015153,3,3.8106452509191464,-1.328512761050697
190,United Arab Emirates,ARE,2014,1.82,21.1,5,5,51710.17201,10.30000033,43751.80565,204.6580952,0.00048215,0.2,0.000188507,3,3.8106452509191464,-1.2722232855296498
191,United Kingdom,GBR,2012,10.78,76.1,4,5,26330.75,3.400000095,42449.10767,401.3931892,0.00179113,0.25,0.001423193,3,1.6245543899659587,1.6537447204083797
192,United Kingdom,GBR,2014,11.2,81.3,4,5,25627.31,3.0,47452.19914,395.1294655,0.001711837,0.25,0.001394287,3,1.6245543899659587,1.570728567757628
193,United States,USA,2012,6.07,42.9,2,5,22952.02,3.5,51602.93105,448.0109703,0.000831003,0.5,0.001333931,3,1.3758292341528793,1.3990584591110897
194,United States,USA,2014,6.07,42.9,2,5,14369.69,3.200000048,55049.98833,432.6300629,0.000778988,0.5,0.001304973,3,1.3758292341528793,1.317510750547083
195,Uruguay,URY,2012,3.98,69.0,4,5,22505.3113,5.710000038,15171.58017,138.9327984,0.004537666,0.25,0.001522498,3,1.4006221571544764,1.942764751594011
196,Uruguay,URY,2014,3.71,65.6,5,5,28608.7113,6.549999905,16831.94819,94.57868048,0.003889775,0.2,0.00142784,3,1.4006221571544764,1.6671381332783288
197,Uzbekistan,UZB,2012,1.64,32.7,4,3,21817.9891,8.910000276,2137.025122,128.0140914,0.015185756,0.25,0.000605704,1,2.6882327039267873,0.5387766336621727
198,Uzbekistan,UZB,2014,2.31,31.1,4,4,21514.6291,8.160000133,2492.336643,128.0140914,0.012401038,0.25,0.000629347,2,2.6882327039267873,0.09179427834181708
199,Venezuela,VEN,2012,5.95,71.0,2,4,23521.4505,4.199999905,12986.22269,175.529334,0.005452441,0.5,0.0004815,2,0.46314397070014496,-0.229169701757322
200,Vietnam,VNM,2012,2.49,41.6,4,3,10756.5291,7.160000038,1735.152116,103.5909444,0.023691959,0.25,0.000847618,1,0.6748805635665412,1.1078436687200295
201,Vietnam,VNM,2014,2.07,41.6,4,3,18049.0291,8.610000228,2030.278447,94.83151827,0.020282708,0.25,0.000868975,1,0.6748805635665412,1.1607071849858601
202,Liberia,LBR,2014,1.483,17.2,2,3,177770.4753,9.700000333,721.1822986,1246.200616,0.023569764,0.5,0.00020017,1,1.0798856865026005,-0.25373523199704484
203,Afghanistan,AFG,2007,1.92,21.35,4,3,152912.0753,9.700000333,359.6931579,1246.200616,0.057661315,0.25,0.000329487,1,0.6916927580733991,-0.029268385050859602
204,Afghanistan,AFG,2010,1.152,60.64,4,3,1016.727287,8.360000181,543.3029674,31.01954173,0.105812653,0.25,0.000302174,1,0.6916927580733991,-0.07935297726240859
205,Afghanistan,AFG,2012,1.919,44.85,4,3,11105.4891,8.520000219,641.871438,137.8187676,0.067540703,0.25,0.00028782,1,0.6916927580733991,-0.10514207650218194
206,Afghanistan,AFG,2014,1.913,44.85,4,3,11105.4891,8.520000219,613.8565052,137.8187676,0.070516875,0.25,0.000279323,1,0.6916927580733991,-0.12022855681586941
207,Albania,ALB,2007,2.482,67.89,5,2,13974.9691,6.749999952,3595.037163,109.8824535,0.018708271,0.2,0.001053222,0,2.29980964420907,2.132354940089575
208,Albania,ALB,2010,1.915,21.85,5,3,48597.4291,9.710000323,4094.350334,111.3295572,0.005322433,0.2,0.001154277,1,2.29980964420907,1.9020754932853365
209,Albania,ALB,2012,2.841,73.94,5,4,17591.31509,6.3,4247.629984,111.7978288,0.017257582,0.2,0.001258198,2,2.29980964420907,1.686935773142289
210,Albania,ALB,2014,2.84,73.94,5,4,17591.31509,6.3,4578.631994,111.7978288,0.016019921,0.2,0.001380398,2,2.29980964420907,2.0310228862762596
211,Algeria,DZA,2007,1.982,59.99,4,3,7734.0,8.360000181,3950.51426,110.4433587,0.015071221,0.25,0.000447564,1,0.9962684326146987,0.20096331284571722
212,Algeria,DZA,2010,1.973,54.95,4,3,8273.0,8.360000181,4480.787439,110.4433587,0.012188882,0.25,0.00044356,1,0.9962684326146987,0.19282202414925032
213,Andorra,AND,2007,7.958,53.51,2,4,20601.83,3.170000029,47804.84993,359.4559473,0.001118716,0.5,0.000925997,2,0.39814411449414466,0.8037487842156292
214,Andorra,AND,2010,7.888,57.84,2,4,20893.0178,3.130000067,40850.24814,359.4559473,0.001414902,0.5,0.000974796,2,0.39814411449414466,0.9282860426264989
215,Andorra,AND,2012,6.986,57.62,2,4,20893.0178,3.250000048,38686.46126,356.3240855,0.001488302,0.5,0.000941172,2,0.39814411449414466,0.8422700665223171
216,Andorra,AND,2014,7.041,57.62,2,4,20601.83,3.250000048,41303.92937,356.3240855,0.001394053,0.5,0.000962032,2,0.39814411449414466,0.8955269847561098
217,Angola,AGO,2007,2.333,57.53,2,3,7979.36,7.309999991,3121.996085,110.4433587,0.018259588,0.5,0.000395798,1,0.893508311576736,0.09744684458726804
218,Angola,AGO,2010,2.457,63.01,2,3,346.94,6.609999943,3587.883645,11.4659409,0.017409457,0.5,0.000364742,1,0.893508311576736,0.0372359982626721
219,Angola,AGO,2012,4.583,63.75,2,3,13526.29,4.630000115,5100.097027,110.7643958,0.012422285,0.5,0.000352592,1,0.893508311576736,0.014088380990279092
220,Angola,AGO,2014,2.382,46.7,2,3,1565.75,7.470000029,5408.4117,16.69738369,0.008597632,0.5,0.000328615,1,0.893508311576736,-0.030887293810024308
221,Antigua and Barbuda,ATG,2007,2.763,61.51,2,3,19838.3,6.479999876,15622.69287,139.6933541,0.003929491,0.5,0.000396715,1,0.06511006115855134,0.09924691372177075
222,Antigua and Barbuda,ATG,2010,2.646,60.38,2,3,18606.9,6.479999876,13048.96058,106.8260266,0.004616516,0.5,0.000395941,1,0.06511006115855134,0.09772747103563961
223,Antigua and Barbuda,ATG,2012,2.646,60.38,2,3,18778.7,6.479999876,13272.73494,106.8260266,0.004538859,0.5,0.000401198,1,0.06511006115855134,0.10806497013133398
224,Antigua and Barbuda,ATG,2014,2.646,60.38,2,3,18547.2,6.479999876,13501.58092,106.8260266,0.004462099,0.5,0.000411493,1,0.06511006115855134,0.12842692629311958
225,Argentina,ARG,2007,2.713,61.76,2,4,643.204,6.369999981,7245.446857,11.30802741,0.00848785,0.5,0.001389002,2,2.036899092666749,2.055605831460884
226,Argentina,ARG,2010,4.377,62.63,2,4,642.504,4.770000029,10385.96443,8.109481729,0.006012144,0.5,0.001305308,2,2.036899092666749,1.8184510559614946
227,Armenia,ARM,2007,2.333,57.53,2,3,7979.36,7.309999991,3139.28071,110.4433587,0.018159959,0.5,0.001548615,1,1.2641454971195172,3.019736061956864
228,Armenia,ARM,2010,2.333,57.53,2,3,7979.36,7.309999991,3218.378299,110.4433587,0.017717575,0.5,0.001581937,1,1.2641454971195172,3.118507997847416
229,Australia,AUS,2007,5.784,74.71,4,5,32743.96,4.099999905,40960.05449,321.3712983,0.001822311,0.25,0.000986436,3,1.6801979981158515,0.45827277112106346
230,Australia,AUS,2010,6.128,70.58,4,5,30901.74,4.0,52022.1256,559.3123574,0.001355811,0.25,0.000903114,3,1.6801979981158515,0.24601891796221276
231,Austria,AUT,2007,4.588,73.37,4,4,4.2,4.930000067,46855.77175,0.169846289,0.001564644,0.25,0.001313125,2,0.28684006549535696,1.8404129791161292
232,Austria,AUT,2010,4.588,73.37,4,4,4.2,4.930000067,46858.04327,0.169846289,0.001564569,0.25,0.001332285,2,0.28684006549535696,1.8944088507286865
233,Azerbaijan,AZE,2007,3.258,68.98,4,2,1038.8,6.34000001,3851.437869,1.048799709,0.017751696,0.25,0.001023223,0,2.0393131908583557,2.053737719430694
234,Azerbaijan,AZE,2010,2.978,64.52,4,3,2027.0,6.519999981,5843.533768,6.104809614,0.010980754,0.25,0.001057272,1,2.0393131908583557,1.6430206104056824
235,Bahamas,BHS,2007,2.682,59.2,2,3,18745.7,6.949999952,31472.28554,109.3499346,0.001879253,0.5,0.000355734,1,2.5919334915068664,0.020051778890149086
236,Bahamas,BHS,2010,2.682,59.49,2,3,24959.62391,6.939999962,28443.88848,159.2614846,0.002089302,0.5,0.000376428,1,2.5919334915068664,0.05971905746524142
237,Bahamas,BHS,2012,2.747,60.81,2,4,482.094,6.870000029,29485.86422,11.30802741,0.00206022,0.5,0.000382888,2,2.5919334915068664,-0.42776175530469496
238,Bahrain,BHR,2007,3.337,64.31,2,5,23058.8113,6.629999876,20976.44229,83.52442026,0.00306113,0.5,0.000215457,3,1.8747933238300698,-1.2290105466869274
239,Bahrain,BHR,2010,4.601,72.4,4,5,22487.5113,5.25,20722.07049,138.9327984,0.00348777,0.25,0.000179826,3,1.8747933238300698,-1.28576430779749
240,Bahrain,BHR,2012,4.52,70.67,5,4,18013.3661,5.410000038,23654.36959,107.3918605,0.002983155,0.2,0.00018141,2,1.8747933238300698,-0.7833078452684532
241,Bahrain,BHR,2014,4.52,72.16,5,4,18013.3661,5.4,24989.43753,107.3918605,0.002883459,0.2,0.000187587,2,1.8747933238300698,-0.7736673766890465
242,Bangladesh,BGD,2007,1.199,44.01,4,3,1090.521731,8.520000219,558.0518407,29.30917544,0.075908303,0.25,0.000539376,1,0.6105955084569055,0.39339332128096505
243,Bangladesh,BGD,2010,1.152,61.22,4,3,849.1253308,8.360000181,781.1535777,41.2252115,0.075451822,0.25,0.000547759,1,0.6105955084569055,0.411485945252129
244,Barbados,BRB,2007,2.893,61.51,2,3,13107.7519,6.329999971,16770.66103,107.5685415,0.003661005,0.5,0.000552916,1,1.0680480591822932,0.42265747071731463
245,Barbados,BRB,2010,2.787,61.51,2,3,13107.7519,6.349999952,16056.37098,107.5685415,0.003823559,0.5,0.000522555,1,1.0680480591822932,0.35734418714857796
246,Barbados,BRB,2012,4.417,63.36,2,4,904.258,5.000000095,16249.67395,8.769731892,0.003891573,0.5,0.000519849,2,1.0680480591822932,-0.14842289930616304
247,Barbados,BRB,2014,4.417,63.36,2,4,904.258,5.000000095,16489.07224,8.769731892,0.003835181,0.5,0.000537274,2,1.0680480591822932,-0.11113016178223989
248,Belarus,BLR,2007,2.483,63.66,4,4,1310.078892,6.819999981,4735.657608,20.31636553,0.013353143,0.25,0.002611987,2,0.5979200227825284,5.944578832266968
249,Belarus,BLR,2010,2.149,37.61,4,4,9322.74,8.660000276,6029.3968,101.0464117,0.006218397,0.25,0.002741318,2,0.5979200227825284,6.394875061458553
250,Belgium,BEL,2007,4.277,70.91,4,5,28360.21,6.0,44262.896,236.7004337,0.001600737,0.25,0.002138045,3,1.2109656399396416,3.853101670954433
251,Belgium,BEL,2010,3.779,70.71,4,4,410.8,6.300000191,44141.87814,5.249962614,0.001600599,0.25,0.002051162,2,1.2109656399396416,4.072050261876936
252,Belize,BLZ,2007,2.484,63.01,2,3,445.76,6.609999943,4252.395386,11.4659409,0.014708824,0.5,0.000314785,1,1.4117151178528533,-0.05638948072244315
253,Belize,BLZ,2010,2.484,63.01,2,3,445.76,6.609999943,4270.780031,11.4659409,0.014645967,0.5,0.000297857,1,1.4117151178528533,-0.08714860908443173
254,Belize,BLZ,2012,2.484,62.36,2,3,736.204,6.609999943,4505.600593,14.68564399,0.013745646,0.5,0.000292347,1,1.4117151178528533,-0.09704937676442993
255,Benin,BEN,2007,1.152,61.22,4,3,1468.743577,8.360000181,966.203581,42.83882661,0.061435011,0.25,0.000204912,1,0.5792379880810378,-0.2461242568878833
256,Benin,BEN,2010,1.139,62.65,4,3,1251.879577,8.360000181,1036.534594,43.18461766,0.058685599,0.25,0.000194482,1,0.5792379880810378,-0.26279336459582636
257,Benin,BEN,2012,1.098,62.77,4,3,1687.791533,8.360000181,1145.140019,43.18461766,0.053364692,0.25,0.000190258,1,0.5792379880810378,-0.26946896344158633
258,Benin,BEN,2014,1.124,63.09,4,4,1660.860536,8.360000181,1291.410107,42.57160388,0.047697734,0.25,0.000183374,2,0.5792379880810378,-0.7802531370833905
259,Bhutan,BTN,2007,2.138,21.67,2,2,45775.3291,9.410000276,1757.190496,113.2282681,0.012256764,0.5,0.00036081,0,2.651210578720518,0.5297192228034602
260,Bhutan,BTN,2010,2.069,21.85,4,2,45775.3291,9.410000276,2258.186435,113.2282681,0.009629394,0.25,0.000336783,0,2.651210578720518,0.4843271414760623
261,Bhutan,BTN,2012,1.943,21.85,4,2,45863.0891,9.710000323,2538.949519,111.3295572,0.008569102,0.25,0.00032113,0,2.651210578720518,0.4552696933204061
262,Bhutan,BTN,2014,2.178,61.86,4,4,1529.272892,7.810000133,2652.225654,25.26979936,0.023055964,0.25,0.000313646,2,2.651210578720518,-0.558475022555619
263,Bolivia,BOL,2007,1.151,62.47,4,3,1251.879577,8.360000181,1372.628368,43.18461766,0.044505977,0.25,0.000359467,1,1.6369352084317663,0.027157431332946347
264,Bolivia,BOL,2010,2.222,67.04,4,3,16843.1119,7.710000038,1955.460181,101.4340148,0.033708907,0.25,0.000356646,1,1.6369352084317663,0.021785687807997278
265,Bosnia and Herzegovina,BIH,2007,3.124,68.77,4,3,548.94,6.470000029,4193.36808,6.648334338,0.016266682,0.25,0.001908692,1,1.1242708672919166,4.118917518588382
266,Bosnia and Herzegovina,BIH,2010,3.31,72.06,4,3,821.1207,6.300000048,4635.510273,5.828093435,0.015425625,0.25,0.001988753,1,1.1242708672919166,4.372352491589875
267,Botswana,BWA,2007,3.302,70.85,4,3,821.1207,6.320000076,5832.737052,1.801979824,0.012073774,0.25,0.000450246,1,0.22679374616927586,0.20642883829395198
268,Botswana,BWA,2010,3.289,70.85,4,3,515.74,6.320000076,6434.812485,1.906849396,0.010950248,0.25,0.000440446,1,0.22679374616927586,0.18650557600884976
269,Botswana,BWA,2012,3.289,68.88,4,3,535.86,6.450000048,7050.573472,2.660877217,0.009722006,0.25,0.00042051,1,0.22679374616927586,0.14638731382980008
270,Botswana,BWA,2014,2.897,66.0,4,3,19047.9,6.619999886,7780.634758,119.2257162,0.008446823,0.25,0.000409254,1,0.22679374616927586,0.12398537457928482
271,Brazil,BRA,2007,1.745,12.59,4,5,72033.0,9.710000323,7348.030716,51.45720356,0.001711918,0.25,0.000845451,3,2.2415486735185857,0.10250197189812105
272,Brazil,BRA,2010,1.522,12.72,4,5,81640.0,9.710000323,11286.2429,55.70204307,0.001126401,0.25,0.000823339,3,2.2415486735185857,0.04823147289320118
273,Brunei,BRN,2007,4.457,73.37,4,4,204.8,5.240000105,32663.39237,5.145082643,0.002243727,0.25,0.000554387,2,1.377163624020716,-0.07415017898727783
274,Brunei,BRN,2010,5.439,75.61,4,4,25389.09,4.249999905,35270.64214,277.1658972,0.002141415,0.25,0.0005752,2,1.377163624020716,-0.02871174235665197
275,Brunei,BRN,2012,7.606,72.95,4,4,24670.8627,3.290000057,47739.55769,427.3868446,0.001526917,0.25,0.000606932,2,1.377163624020716,0.041515276769015674
276,Brunei,BRN,2014,5.259,75.28,4,5,31494.16,4.099999952,41725.86752,314.2967737,0.001802531,0.25,0.000627733,3,1.377163624020716,-0.41184428828475017
277,Bulgaria,BGR,2007,2.086,41.08,4,4,42987.0,8.100000381,5885.104348,120.3596795,0.006956085,0.25,0.002966537,2,1.65100444827137,7.194232797146311
278,Bulgaria,BGR,2010,2.877,72.69,4,4,38640.0,6.599999905,6812.406338,167.8634079,0.010613713,0.25,0.00291,2,1.65100444827137,6.991797729619027
279,Burkina Faso,BFA,2007,1.995,65.87,4,3,748.2036,8.360000181,535.0622795,95.97888697,0.116099098,0.25,0.000174029,1,0.6705575267047745,-0.2946986950570508
280,Burkina Faso,BFA,2010,2.096,67.04,4,3,15551.12391,8.060000133,647.8360955,142.6790977,0.098471509,0.25,0.000173176,1,0.6705575267047745,-0.29600589699197466
281,Burkina Faso,BFA,2012,1.995,67.61,4,3,166.1607,8.360000181,758.000427,39.41073846,0.085439075,0.25,0.000171389,1,0.6705575267047745,-0.29873816592038815
282,Burkina Faso,BFA,2014,1.77,64.29,4,4,551.4656436,8.360000181,792.8462374,39.62067808,0.077967573,0.25,0.000167633,2,0.6705575267047745,-0.8044530843197536
283,Burundi,BDI,2007,1.779,20.18,2,2,162955.0253,9.700000333,172.4955966,1246.200616,0.110636219,0.5,0.000291678,0,0.624048474999558,0.4017523013789313
284,Burundi,BDI,2010,1.779,20.18,2,2,162955.0253,9.700000333,234.2355325,1246.200616,0.082641727,0.5,0.000260147,0,0.624048474999558,0.3462326871725668
285,Burundi,BDI,2012,1.779,20.18,2,2,162955.0253,9.700000333,252.3588663,1246.200616,0.076929085,0.5,0.000257301,0,0.624048474999558,0.34131668120815456
286,Cambodia,KHM,2007,1.899,21.16,2,3,45863.0891,9.710000323,631.5252576,111.3295572,0.032957081,0.5,0.0007488,1,1.4369270072649387,0.8685453212525147
287,Cambodia,KHM,2010,1.8,30.55,2,3,21823.4291,9.160000276,785.5026671,138.5996685,0.038155043,0.5,0.000759306,1,1.4369270072649387,0.8935593802901223
288,Cameroon,CMR,2007,1.07,61.79,4,3,1703.233577,8.360000181,1195.649211,42.83882661,0.05038797,0.25,0.000250901,1,3.043750900471194,-0.16967860213920116
289,Cameroon,CMR,2010,1.083,61.79,4,3,1703.233577,8.360000181,1286.515888,42.83882661,0.046911204,0.25,0.000232837,1,3.043750900471194,-0.20025552191489715
290,Canada,CAN,2007,7.145,56.21,2,3,20601.83,3.200000048,44659.89514,359.4559473,0.001257832,0.5,0.001489539,1,1.7470353080139327,2.846193413628224
291,Canada,CAN,2010,6.291,73.83,4,5,27406.26,3.5,47562.08343,388.9854242,0.001551083,0.25,0.001389893,3,1.7470353080139327,1.5581541710143472
292,Cape Verde,CPV,2007,2.48,60.94,2,4,1392.922,6.65999999,3186.779935,23.18550224,0.018942209,0.5,0.000228585,2,0.04831528289452012,-0.7073519434582392
293,Cape Verde,CPV,2010,2.48,60.94,2,4,1422.426,6.65999999,3378.323433,23.18550224,0.017877769,0.5,0.000225099,2,0.04831528289452012,-0.7131405026119111
294,Cape Verde,CPV,2012,2.48,60.94,2,4,1422.426,6.65999999,3447.4831,23.18550224,0.017522249,0.5,0.000224917,2,0.04831528289452012,-0.7134419820682432
295,Cape Verde,CPV,2014,2.683,60.94,2,4,1422.426,6.369999981,3588.625584,18.46606762,0.016838859,0.5,0.000223484,2,0.04831528289452012,-0.7158131589839067
296,Central African Republic,CAF,2007,1.899,21.54,2,3,45863.0891,9.710000323,404.3745429,111.3295572,0.051897188,0.5,0.000581201,1,0.008829240331949137,0.4844821733882838
297,Central African Republic,CAF,2010,1.899,21.16,2,3,45863.0891,9.710000323,488.4217731,111.3295572,0.042411015,0.5,0.000556061,1,0.008829240331949137,0.42948581233775784
298,Central African Republic,CAF,2012,1.899,21.16,2,3,45863.0891,9.710000323,565.8011645,111.3295572,0.036715941,0.5,0.000537324,1,0.008829240331949137,0.3889773761704436
299,Central African Republic,CAF,2014,1.899,21.16,2,3,45863.0891,9.710000323,424.449106,111.3295572,0.048650017,0.5,0.000560792,1,0.008829240331949137,0.4397794631376404
300,Chad,TCD,2007,1.652,21.42,3,2,171774.2753,9.700000333,799.603742,1246.200616,0.026435745,0.333333333,0.000128919,0,2.6043102411227945,0.1389938563044892
301,Chad,TCD,2010,1.864,21.94,5,2,48597.4291,9.710000323,892.5688697,111.3295572,0.024283491,0.2,0.000124699,0,2.6043102411227945,0.13310839897016138
302,Chad,TCD,2012,2.073,69.28,5,3,21811.4119,8.000000143,967.3529488,150.2888551,0.069169768,0.2,0.000120764,1,2.6043102411227945,-0.37232603846009515
303,Chad,TCD,2014,2.073,70.46,5,3,21811.4119,7.980000162,1020.287979,150.2888551,0.06677876,0.2,0.000115346,1,2.6043102411227945,-0.3797218061591299
304,Chile,CHL,2007,4.333,61.97,4,3,753.948,4.840000009,10502.35071,9.389520365,0.005883243,0.25,0.000576834,1,0.9404468491686436,0.47487672964431904
305,Chile,CHL,2010,2.883,67.94,4,3,19161.1,6.619999886,12808.03834,147.9932438,0.005290462,0.25,0.000589235,1,0.9404468491686436,0.5022099129953657
306,China,CHN,2007,2.967,72.33,4,3,335.86,6.320000029,2693.970063,5.92323041,0.026494745,0.25,0.001278137,1,1.5895311942536587,2.242421639280287
307,China,CHN,2010,3.431,72.06,4,3,438.3407,6.300000048,4550.453108,5.828093435,0.015711708,0.25,0.001347467,1,1.5895311942536587,2.437360004222595
308,Colombia,COL,2007,2.437,61.5,2,3,607.088,6.609999943,4714.073055,14.68564399,0.012961676,0.5,0.000410224,1,1.66749996503684,0.1259086915071671
309,Colombia,COL,2010,3.077,71.33,5,3,15902.40379,6.320000029,6336.709474,107.7717152,0.011193747,0.2,0.000401578,1,1.66749996503684,0.10881379430975224
310,Comoros,COM,2007,1.652,23.75,2,2,171774.2753,9.700000333,1240.092528,1246.200616,0.018970709,0.5,0.000261533,0,1.4230641803726845,0.34863263792812915
311,Comoros,COM,2010,1.809,30.55,4,2,21823.4291,9.160000276,1316.491225,138.5996685,0.022940467,0.25,0.000253112,0,1.4230641803726845,0.3341105227774743
312,Comoros,COM,2012,1.665,24.0,2,2,171774.2753,9.700000333,1403.360421,1246.200616,0.016957218,0.5,0.000253428,0,1.4230641803726845,0.33465288465053533
313,Congo,COG,2007,2.532,69.04,4,3,166.1607,6.479999972,2262.85441,8.374393344,0.030053959,0.25,0.00034376,1,0.7904021988935214,-0.0025888219914035893
314,Congo,COG,2010,2.161,62.22,4,4,1202.662,7.810000133,3073.557784,19.71764614,0.020041462,0.25,0.000322871,2,0.7904021988935214,-0.5415189941488716
315,Congo,COG,2012,2.67,69.4,4,4,27318.0,6.439999914,3923.093509,171.7446832,0.017535472,0.25,0.000315839,2,0.7904021988935214,-0.554457558365727
316,Congo,COG,2014,2.704,76.74,4,4,19169.9758,6.389999962,3776.485568,124.0552993,0.020116774,0.25,0.000314516,2,0.7904021988935214,-0.5568822319957301
317,Costa Rica,CRI,2007,2.713,60.94,2,4,572.524,6.369999981,6103.741917,11.30802741,0.009934528,0.5,0.000361829,2,1.5594387040766762,-0.4683351101469928
318,Costa Rica,CRI,2010,3.298,63.75,2,4,509.13,6.5,8227.127494,7.670718408,0.007718888,0.5,0.000414367,2,1.5594387040766762,-0.36586122808857635
319,Costa Rica,CRI,2012,4.61,71.62,4,4,18214.77201,4.740000105,10075.00462,107.8624388,0.007083534,0.25,0.00041079,2,1.5594387040766762,-0.3729684124684747
320,Cote d'Ivoire,CIV,2007,1.8,30.55,2,3,21937.8291,9.160000276,1062.556918,138.5996685,0.028345835,0.5,0.000283194,1,1.3739214616927433,-0.11337239437775737
321,Cote d'Ivoire,CIV,2010,1.79,30.55,2,3,21937.8291,9.160000276,1213.113,138.5996685,0.024871274,0.5,0.000267584,1,1.3739214616927433,-0.14084511171266867
